Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1331,25.05.2016,Pößneck,TH,Volksverhetzung § 130 StGB,X
1332,25.05.2016,Jena,TH,Bedrohung § 241 StGB,X
1333,26.05.2016,Magdeburg,ST,Körperverletzung § 223 StGB,X
1334,26.05.2016,Frankfurt/Oder,BB,Volksverhetzung § 130 StGB,X
1335,26.05.2016,Eisenhüttenstadt,BB,Sachbeschädigung § 303 StGB,X
1336,26.05.2016,Spremberg,BB,Volksverhetzung § 130 StGB,X
1337,26.05.2016,Konstanz,BW,Volksverhetzung § 130 StGB,X
1338,26.05.2016,Ansbach,BY,Körperverletzung § 223 StGB,X
1339,26.05.2016,Parchim,MV,Bedrohung § 241 StGB,X
1340,26.05.2016,Wolfsburg,NI,Volksverhetzung § 130 StGB,X
1341,26.05.2016,Leipzig,SN,Beleidigung § 185 StGB,X
1342,27.05.2016,Neustetten,BW,Sachbeschädigung § 303 StGB,X
1343,27.05.2016,Friedrichshafen,BW,Sachbeschädigung § 303 StGB,X
1344,27.05.2016,Babenhausen,BY,Beleidigung § 185 StGB,X
1345,27.05.2016,Babenhausen,BY,Beleidigung § 185 StGB,X
1346,27.05.2016,Rostock,MV,Körperverletzung § 223 StGB,X
1347,27.05.2016,Pinneberg,SH,Beleidigung § 185 StGB,X
1348,28.05.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1349,28.05.2016,Wielenbach,BY,Sachbeschädigung § 303 StGB,X
1350,28.05.2016,Bad Kleinen,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1351,28.05.2016,Chemnitz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1352,28.05.2016,Dresden,SN,Raub § 249 StGB,
1353,28.05.2016,Dippoldiswalde,SN,Volksverhetzung § 130 StGB,X
1354,29.05.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1355,29.05.2016,Berlin,BR,Volksverhetzung § 130 StGB,
1356,29.05.2016,Eichstätt,BY,Volksverhetzung § 130 StGB,X
1357,29.05.2016,Geeste,NI,Volksverhetzung § 130 StGB,X
1358,29.05.2016,Prisdorf,SH,"Gefährliche Körperverletzung§ 224 StGB",X
1359,30.05.2016,Osterburg/Altmark,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1360,30.05.2016,Köthen/Anhalt,ST,Beleidigung § 185 StGB,
1361,30.05.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1362,30.05.2016,Rottenburg am Neckar,BW,Beleidigung § 185 StGB,X
1363,30.05.2016,Passau,BY,Körperverletzung § 223 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1364,30.05.2016,Frankfurt am Main,HE,Volksverhetzung § 130 StGB,X
1365,30.05.2016,Hannover,NI,Körperverletzung § 223 StGB,X
1366,30.05.2016,Geilenkirchen,NW,Volksverhetzung § 130 StGB,X
1367,30.05.2016,Kaiserslautern,RP,Volksverhetzung § 130 StGB,X
1368,30.05.2016,Leipzig,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1369,31.05.2016,Allstedt,ST,Bedrohung § 241 StGB,
1370,31.05.2016,Neuruppin,BB,Körperverletzung § 223 StGB,X
1371,31.05.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1372,31.05.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1373,31.05.2016,Berlin,BR,Beleidigung § 185 StGB,
1374,31.05.2016,Saulgau,BW,Volksverhetzung § 130 StGB,X
1375,31.05.2016,Georgensgmünd,BY,Volksverhetzung § 130 StGB,X
1376,31.05.2016,Schrobenhausen,BY,Volksverhetzung § 130 StGB,X
1377,31.05.2016,Itzehoe,SH,Volksverhetzung § 130 StGB,X
1378,31.05.2016,Friedrichsthal,SL,Volksverhetzung § 130 StGB,X
1379,31.05.2016,Reichenbach/Vogtland,SN,Volksverhetzung § 130 StGB,X
1380,01.06.2016,Neuruppin,BB,Körperverletzung § 223 StGB,X
1381,01.06.2016,Seelow,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1382,01.06.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
1383,01.06.2016,Asperg,BW,Volksverhetzung § 130 StGB,X
1384,01.06.2016,Wettenberg,HE,Sachbeschädigung § 303 StGB,X
1385,01.06.2016,Quickborn,SH,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1386,02.06.2016,Elsterwerda,BB,Beleidigung § 185 StGB,
1387,02.06.2016,Frankfurt/Oder,BB,Sachbeschädigung § 303 StGB,X
1388,02.06.2016,Neustadt an der Aisch,BY,"Gefährliche Körperverletzung§ 224 StGB",X
1389,02.06.2016,Pfarrkirchen,BY,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1390,02.06.2016,Rostock,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1391,02.06.2016,Hollenstedt,NI,Beleidigung § 185 StGB,X
1392,03.06.2016,Prenzlau,BB,"Üble Nachrede und Verleum­dung gegen Personen des politi­schen Lebens § 188 StGB",X
1393,03.06.2016,Hennigsdorf bei Berlin,BB,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1394,03.06.2016,Beelitz,BB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1395,03.06.2016,Berlin,BR,Körperverletzung § 223 StGB,X
1396,03.06.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1397,03.06.2016,Lüneburg,NI,Beleidigung § 185 StGB,X
1398,03.06.2016,Wallenhorst,NI,Volksverhetzung § 130 StGB,X
1399,03.06.2016,Hagen,NW,Volksverhetzung § 130 StGB,X
1400,03.06.2016,Borna,SN,Körperverletzung § 223 StGB,X
1401,04.06.2016,Oschersleben/Bode,ST,Körperverletzung § 223 StGB,X
1402,04.06.2016,Finsterwalde,BB,Volksverhetzung § 130 StGB,X
1403,04.06.2016,Eisenhüttenstadt,BB,Volksverhetzung § 130 StGB,X
1404,04.06.2016,Berlin,BR,Beleidigung § 185 StGB,
1405,04.06.2016,Munderkingen,BW,Körperverletzung § 223 StGB,X
1406,04.06.2016,Ostfildern,BW,Beleidigung § 185 StGB,X
1407,04.06.2016,Hof,BY,Volksverhetzung § 130 StGB,X
1408,04.06.2016,Waldkraiburg,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1409,04.06.2016,Bielefeld,NW,Beleidigung § 185 StGB,X
1410,04.06.2016,Amtsberg,SN,Volksverhetzung § 130 StGB,X
1411,04.06.2016,Hoyerswerda,SN,Körperverletzung § 223 StGB,X
1412,04.06.2016,Apolda,TH,Volksverhetzung § 130 StGB,X
1413,05.06.2016,Merseburg/Saale,ST,Sachbeschädigung § 303 StGB,X
1414,05.06.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1415,05.06.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1416,05.06.2016,Bad Schussenried,BW,Volksverhetzung § 130 StGB,X
1417,05.06.2016,Papenburg,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1418,05.06.2016,Göttingen,NI,Volksverhetzung § 130 StGB,X
1419,05.06.2016,Rotenburg (Wümme),NI,Körperverletzung § 223 StGB,
1420,05.06.2016,Coswig,SN,Körperverletzung § 223 StGB,X
1421,05.06.2016,Gera,TH,"Gefährliche Körperverletzung§ 224 StGB",X
1422,06.06.2016,Magdeburg,ST,Körperverletzung § 223 StGB,X
1423,06.06.2016,Veitsbronn,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1424,06.06.2016,Kronach,BY,Volksverhetzung § 130 StGB,X
1425,06.06.2016,Braunschweig,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1426,06.06.2016,Ahrensbök,SH,Sachbeschädigung § 303 StGB,X
1427,06.06.2016,Hoyerswerda,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1428,06.06.2016,Gera,TH,Volksverhetzung § 130 StGB,X
1429,07.06.2016,Seelow,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1430,07.06.2016,Rathenow,BB,Volksverhetzung § 130 StGB,X
1431,07.06.2016,Ulm,BW,Volksverhetzung § 130 StGB,X
1432,07.06.2016,Maxhütte­Haidhof,BY,Volksverhetzung § 130 StGB,X
1433,07.06.2016,Fulda,HE,Volksverhetzung § 130 StGB,X
1434,07.06.2016,Frankenthal (Pfalz),RP,Volksverhetzung § 130 StGB,X
1435,07.06.2016,Wedel (Holstein),SH,Volksverhetzung § 130 StGB,X
1436,08.06.2016,Weißenfels,ST,Körperverletzung § 223 StGB,X
1437,08.06.2016,Naumburg/Saale,ST,Beleidigung § 185 StGB,
1438,08.06.2016,Berlin,BR,Diebstahl § 242 StGB,X
1439,08.06.2016,Rahden,NW,Volksverhetzung § 130 StGB,X
1440,08.06.2016,Oberhausen,NW,Beleidigung § 185 StGB,X
1441,08.06.2016,Pinneberg,SH,Beleidigung § 185 StGB,X
1442,08.06.2016,Kaltenkirchen,SH,Volksverhetzung § 130 StGB,X
1443,08.06.2016,Pirna,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1444,09.06.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1445,09.06.2016,Berlin,BR,Beleidigung § 185 StGB,X
1446,09.06.2016,Mössingen,BW,Volksverhetzung § 130 StGB,X
1447,09.06.2016,Frankfurt am Main,HE,Volksverhetzung § 130 StGB,X
1448,09.06.2016,Wismar,MV,Beleidigung § 185 StGB,X
1449,09.06.2016,Herdorf,RP,Volksverhetzung § 130 StGB,X
1450,09.06.2016,Dresden,SN,Volksverhetzung § 130 StGB,X
1451,10.06.2016,Berlin,BR,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1452,11.06.2016,Naumburg/Saale,ST,Beleidigung § 185 StGB,X
1453,11.06.2016,Burg bei Magdeburg,ST,"Gefährliche Körperverletzung§ 224 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1454,11.06.2016,Heidelberg,BW,Sachbeschädigung § 303 StGB,X
1455,11.06.2016,Düsseldorf,NW,Sachbeschädigung § 303 StGB,X
1456,11.06.2016,Brunsbüttel,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1457,11.06.2016,Brunsbüttel,SH,Sachbeschädigung § 303 StGB,X
1458,11.06.2016,Brunsbüttel,SH,Sachbeschädigung § 303 StGB,X
1459,12.06.2016,Biesenthal,BB,Volksverhetzung § 130 StGB,X
1460,12.06.2016,Neuruppin,BB,Beleidigung § 185 StGB,X
1461,12.06.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1462,12.06.2016,Berlin,BR,Brandstiftung § 306 StGB,X
1463,12.06.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1464,12.06.2016,Waldenburg,BW,Volksverhetzung § 130 StGB,X
1465,12.06.2016,Gemünden am Main,BY,Volksverhetzung § 130 StGB,X
1466,13.06.2016,Dresden,SN,Beleidigung § 185 StGB,X
1467,14.06.2016,Roßlau/Elbe,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1468,14.06.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1469,14.06.2016,Wurmberg,BW,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1470,14.06.2016,Vlotho,NW,Volksverhetzung § 130 StGB,X
1471,14.06.2016,Düsseldorf,NW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1472,14.06.2016,Brunsbüttel,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1473,14.06.2016,Uetersen,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1474,14.06.2016,Görlitz,SN,Volksverhetzung § 130 StGB,X
1475,15.06.2016,Magdeburg,ST,Beleidigung § 185 StGB,X
1476,15.06.2016,Frankfurt/Oder,BB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1477,15.06.2016,Königsbach­Stein,BW,Volksverhetzung § 130 StGB,X
1478,15.06.2016,Cham,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1479,15.06.2016,Schleswig,SH,Beleidigung § 185 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1480,15.06.2016,Stolpen,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1481,16.06.2016,Magdeburg,ST,Bedrohung § 241 StGB,X
1482,16.06.2016,Brandenburg/Havel,BB,Volksverhetzung § 130 StGB,X
1483,16.06.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1484,16.06.2016,Neustadt­Glewe,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1485,17.06.2016,Berlin,BR,"Besonders schwerer Fall desLandfriedensbruchs § 125a StGB",X
1486,17.06.2016,Dresden,SN,Bedrohung § 241 StGB,X
1487,18.06.2016,Winterrieden,BY,Körperverletzung § 223 StGB,X
1488,18.06.2016,Bad Brückenau,BY,Volksverhetzung § 130 StGB,X
1489,18.06.2016,Mühldorf am Inn,BY,Volksverhetzung § 130 StGB,X
1490,18.06.2016,Treuchtlingen,BY,Volksverhetzung § 130 StGB,X
1491,19.06.2016,Ichenhausen,BY,Volksverhetzung § 130 StGB,X
1492,19.06.2016,Ichenhausen,BY,Volksverhetzung § 130 StGB,X
1493,19.06.2016,Scheeßel,NI,Bedrohung § 241 StGB,X
1494,19.06.2016,Drochtersen,NI,Volksverhetzung § 130 StGB,X
1495,19.06.2016,Bielefeld,NW,Volksverhetzung § 130 StGB,X
1496,19.06.2016,Koblenz,RP,Volksverhetzung § 130 StGB,X
1497,19.06.2016,Prisdorf,SH,Sachbeschädigung § 303 StGB,X
1498,19.06.2016,Chemnitz,SN,Bedrohung § 241 StGB,X
1499,20.06.2016,Magdeburg,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1500,20.06.2016,Wittstock,BB,Beleidigung § 185 StGB,X
1501,20.06.2016,Hannover,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",
1502,20.06.2016,Brunsbüttel,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1503,21.06.2016,Seligenstadt,HE,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1504,21.06.2016,Uelzen,NI,Volksverhetzung § 130 StGB,X
1505,21.06.2016,Heidenau,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1506,21.06.2016,Heidenau,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1507,22.06.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1508,22.06.2016,Frickenhausen,BW,Beleidigung § 185 StGB,X
1509,22.06.2016,Wernau (Neckar),BW,Volksverhetzung § 130 StGB,X
1510,23.06.2016,Fürstenwalde/Spree,BB,Körperverletzung § 223 StGB,X
1511,23.06.2016,Rheinsberg,BB,Bedrohung § 241 StGB,X
1512,23.06.2016,Karlsruhe,BW,Volksverhetzung § 130 StGB,X
1513,23.06.2016,Seesen,NI,Volksverhetzung § 130 StGB,X
1514,23.06.2016,Seesen,NW,Volksverhetzung § 130 StGB,X
1515,23.06.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
1516,24.06.2016,Stuttgart,BW,Volksverhetzung § 130 StGB,X
1517,24.06.2016,Regensburg,BY,Bedrohung § 241 StGB,X
1518,24.06.2016,Passau,BY,Körperverletzung § 223 StGB,X
1519,24.06.2016,Dortmund,NW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",
1520,25.06.2016,Halle/Saale,ST,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1521,25.06.2016,Trebbin,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1522,25.06.2016,Glöwen,BB,Beleidigung § 185 StGB,X
1523,25.06.2016,Frankfurt/Oder,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1524,25.06.2016,Bruchsal,BW,Körperverletzung § 223 StGB,
1525,25.06.2016,Erlangen,BY,Sachbeschädigung § 303 StGB,X
1526,25.06.2016,Koblenz,RP,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1527,25.06.2016,Altenburg,TH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1528,26.06.2016,Forst/Lausitz,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1529,26.06.2016,Rostock,MV,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1530,26.06.2016,Osnabrück,NI,Volksverhetzung § 130 StGB,X
1531,26.06.2016,Heiligenstadt,TH,Körperverletzung § 223 StGB,X
1532,27.06.2016,Lychen,BB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1533,27.06.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1534,27.06.2016,Kaufbeuren,BY,Volksverhetzung § 130 StGB,X
1535,27.06.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
1536,28.06.2016,Bitterfeld,ST,Beleidigung § 185 StGB,X
1537,28.06.2016,Pfarrkirchen,BY,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1538,28.06.2016,Baddeckenstedt,NI,Diebstahl § 242 StGB,X
1539,28.06.2016,Goslar,NI,"Gefährliche Körperverletzung§ 224 StGB",X
1540,28.06.2016,Bredstedt,SH,"Gefährliche Körperverletzung§ 224 StGB",X
1541,29.06.2016,Templin,BB,Volksverhetzung § 130 StGB,X
1542,29.06.2016,Schwäbisch Gmünd,BW,Volksverhetzung § 130 StGB,X
1543,29.06.2016,Nassenfels,BY,Sachbeschädigung § 303 StGB,X
1544,29.06.2016,Zirndorf,BY,Volksverhetzung § 130 StGB,X
1545,29.06.2016,Leiferde,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1546,29.06.2016,Krefeld,NW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1547,29.06.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
1548,30.06.2016,Zerbst,ST,Totschlag § 212 StGB,X
1549,30.06.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1550,30.06.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1551,30.06.2016,Rostock,MV,Beleidigung § 185 StGB,X
1552,30.06.2016,Emden,NI,Volksverhetzung § 130 StGB,X
1553,30.06.2016,Lichtenstein/Sachsen,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1554,01.07.2016,Ludwigshafen am Rhein,RP,Körperverletzung § 223 StGB,X
1555,01.07.2016,Oschatz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1556,01.07.2016,Lichtenstein/Sachsen,SN,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1557,01.07.2016,Freital,SN,Beleidigung § 185 StGB,
1558,02.07.2016,Aachen,NW,Körperverletzung § 223 StGB,X
1559,02.07.2016,Dortmund,NW,Volksverhetzung § 130 StGB,X
1560,02.07.2016,Tambach­Dietharz,TH,Beleidigung § 185 StGB,X
1561,02.07.2016,Rudolstadt,TH,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1562,03.07.2016,Sangerhausen,ST,Körperverletzung § 223 StGB,X
1563,03.07.2016,Verden (Aller),NI,Sachbeschädigung § 303 StGB,X
1564,03.07.2016,Bovenden,NI,Volksverhetzung § 130 StGB,X
1565,03.07.2016,Bielefeld,NW,Volksverhetzung § 130 StGB,X
1566,04.07.2016,Tangermünde,ST,Körperverletzung § 223 StGB,X
1567,04.07.2016,Halle/Saale,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1568,04.07.2016,Villingen­Schwenningen,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1569,04.07.2016,Weinsberg,BW,Volksverhetzung § 130 StGB,X
1570,04.07.2016,Straubing,BY,Volksverhetzung § 130 StGB,X
1571,04.07.2016,Bautzen,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1572,05.07.2016,Blankenfelde,BB,Sachbeschädigung § 303 StGB,X
1573,05.07.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
1574,05.07.2016,Naila,BY,Volksverhetzung § 130 StGB,X
1575,05.07.2016,Landshut,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1576,05.07.2016,Hermannsburg,NI,"Gefährliche Körperverletzung§ 224 StGB",
1577,05.07.2016,Bad Oeynhausen,NW,Bedrohung § 241 StGB,X
1578,05.07.2016,Krefeld,NW,"Gefährliche Körperverletzung§ 224 StGB",X
1579,05.07.2016,Rendsburg,SH,Volksverhetzung § 130 StGB,X
1580,06.07.2016,Templin,BB,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1581,06.07.2016,Bielefeld,NW,Volksverhetzung § 130 StGB,X
1582,06.07.2016,Jübek,SH,Volksverhetzung § 130 StGB,X
1583,07.07.2016,Regensburg,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1584,07.07.2016,Konzell,BY,Volksverhetzung § 130 StGB,X
1585,07.07.2016,Wasserburg am Inn,BY,Volksverhetzung § 130 StGB,X
1586,07.07.2016,Geldern,NW,Volksverhetzung § 130 StGB,X
1587,07.07.2016,Burgstädt,SN,Bedrohung § 241 StGB,X
1588,08.07.2016,Berlin,BR,Beleidigung § 185 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1589,08.07.2016,Rottenburg am Neckar,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1590,08.07.2016,Dachau,BY,Volksverhetzung § 130 StGB,X
1591,08.07.2016,Saalburg,TH,Sachbeschädigung § 303 StGB,X
1592,09.07.2016,Schramberg,BW,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1593,10.07.2016,Burg bei Magdeburg,ST,Körperverletzung § 223 StGB,X
1594,10.07.2016,Schöllnach,BY,Volksverhetzung § 130 StGB,X
1595,10.07.2016,Straubing,BY,Volksverhetzung § 130 StGB,X
1596,10.07.2016,Rotenburg an der Fulda,HE,Bedrohung § 241 StGB,
1597,10.07.2016,Dresden,SN,Körperverletzung § 223 StGB,X
1598,10.07.2016,Erfurt,TH,Sachbeschädigung § 303 StGB,X
1599,11.07.2016,Finsterwalde,BB,Sachbeschädigung § 303 StGB,X
1600,11.07.2016,Weinstadt,BW,Volksverhetzung § 130 StGB,X
1601,11.07.2016,Salzgitter,NI,Volksverhetzung § 130 StGB,X
1602,11.07.2016,Hollern­Twielenfleth,NI,Volksverhetzung § 130 StGB,X
1603,11.07.2016,Hinte,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1604,11.07.2016,Gelsenkirchen,NW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1605,11.07.2016,Meerane,SN,Sachbeschädigung § 303 StGB,X
1606,11.07.2016,Mittweida,SN,Volksverhetzung § 130 StGB,
1607,12.07.2016,Oschersleben/Bode,ST,Beleidigung § 185 StGB,X
1608,12.07.2016,Oschersleben/Bode,ST,Nötigung § 240 StGB,X
1609,12.07.2016,Magdeburg,ST,Beleidigung § 185 StGB,X
1610,12.07.2016,Wusterhausen/Dosse,BB,Volksverhetzung § 130 StGB,X
1611,12.07.2016,Börßum,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1612,12.07.2016,Bochum,NW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1613,12.07.2016,Recklinghausen,NW,Volksverhetzung § 130 StGB,X
1614,12.07.2016,Remscheid,NW,Volksverhetzung § 130 StGB,X
1615,12.07.2016,Rackwitz,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1616,12.07.2016,Gräfenroda,TH,Bedrohung § 241 StGB,X
1617,13.07.2016,Sandhausen,BW,Volksverhetzung § 130 StGB,X
1618,13.07.2016,Lohmar,NW,Sachbeschädigung § 303 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1619,14.07.2016,Templin,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1620,14.07.2016,Luckenwalde,BB,Volksverhetzung § 130 StGB,X
1621,14.07.2016,Blankenfelde,BB,Volksverhetzung § 130 StGB,X
1622,14.07.2016,Blankenfelde,BB,Volksverhetzung § 130 StGB,X
1623,14.07.2016,Mahlow,BB,Volksverhetzung § 130 StGB,X
1624,14.07.2016,Peißenberg,BY,Volksverhetzung § 130 StGB,X
1625,14.07.2016,Dachsbach,BY,Volksverhetzung § 130 StGB,X
1626,14.07.2016,Deisenhausen,BY,Volksverhetzung § 130 StGB,X
1627,14.07.2016,Fürstenfeldbruck,BY,Volksverhetzung § 130 StGB,X
1628,14.07.2016,Frankfurt am Main,HE,Körperverletzung § 223 StGB,X
1629,14.07.2016,Burgstädt,SN,Bedrohung § 241 StGB,X
1630,14.07.2016,Eisenach,TH,Beleidigung § 185 StGB,X
1631,15.07.2016,Bayreuth,BY,Volksverhetzung § 130 StGB,X
1632,15.07.2016,Lehre,NI,Volksverhetzung § 130 StGB,X
1633,15.07.2016,Gelsenkirchen,NW,Volksverhetzung § 130 StGB,X
1634,15.07.2016,Kiel,SH,Volksverhetzung § 130 StGB,X
1635,16.07.2016,Bernau bei Berlin,BB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1636,16.07.2016,Neustrelitz,MV,Körperverletzung § 223 StGB,X
1637,16.07.2016,Pirna,SN,Bedrohung § 241 StGB,X
1638,17.07.2016,Stuttgart,BW,Volksverhetzung § 130 StGB,X
1639,17.07.2016,Düsseldorf,NW,Körperverletzung § 223 StGB,X
1640,18.07.2016,Cottbus,BB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1641,18.07.2016,Templin,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1642,18.07.2016,Freiburg im Breisgau,BW,Volksverhetzung § 130 StGB,X
1643,18.07.2016,Friedberg,BY,Volksverhetzung § 130 StGB,X
1644,18.07.2016,Kirchheim bei München,BY,Beleidigung § 185 StGB,X
1645,18.07.2016,Xanten,NW,Volksverhetzung § 130 StGB,X
1646,18.07.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
1647,18.07.2016,Königstein,SN,Volksverhetzung § 130 StGB,X
1648,19.07.2016,Jettingen­Scheppach,BY,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1649,19.07.2016,Vierkirchen,BY,"Gefährliche Körperverletzung§ 224 StGB",X
1650,19.07.2016,Vierkirchen,BY,Körperverletzung § 223 StGB,X
1651,19.07.2016,Vierkirchen,BY,"Gefährliche Körperverletzung§ 224 StGB",X
1652,19.07.2016,Alsfeld,HE,"Gefährliche Körperverletzung§ 224 StGB",
1653,19.07.2016,Hamburg,HH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1654,19.07.2016,Syke,NI,Volksverhetzung § 130 StGB,X
1655,19.07.2016,Schleswig,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1656,20.07.2016,Eberswalde,BB,Sachbeschädigung § 303 StGB,X
1657,20.07.2016,Jüterbog,BB,Volksverhetzung § 130 StGB,X
1658,20.07.2016,Ingolstadt,BY,Volksverhetzung § 130 StGB,X
